Drug_Name,Reason,Description,mildness
Cepy O 200mg Tablet 10'SCepy O 50mg Dry Syrup 30mlCepy O 25mg Drops 10mlCepy O 100mg Dry Syrup 30mlCepy O 50mg Tablet 10'SCepy O 100mg Tablet 10'S,Infection,infection during surgery,moderate
Cepy O CV 200/125mg Tablet 6'SCepy O Cv Dry Syrup 30ml,Infection,urinaryÂ tract and kidneys,moderate
Cepy O Plus Tablet 10'S,Infection,"Â used to treat a variety of infections, including bacterial infections that affect the eyes, ears, nose, throat and respiratory system (chest infections), skin infections (acne),",moderate
CERFIX 200 LB Tablet 10's,Infection,used to treat meningitis carriers,moderate
Cerom 500mg Tablet 10'SCerom 1500mg Injection 1'SCerom 250mg Tablet 10'SCerom Dry Syrup 30mlCerom 750mg Injection 1'SCerom CV 250mg Tablet 6'S,Infection,treats chest pain,moderate
Cerom CV 500mg Tablet 6'S,Infection,treats tonsilities,moderate
Ceroxim XP 625mg Tablet 6'SCeroxim 500mg Tablet 10'SCeroxim I 750mg InjectionCeroxim XP 375mg Tablet 10'SCeroxim 250mg Tablet 10'SCeroxim I 1.5gm Injection,Infection,used for skin and skin structure,moderate
Ceroxitum 500mg Tablet 4'SCeroxitum 250mg Tablet 4'S,Infection,infection Â of the chest in adults with chronic bronchitis,moderate
Ceroxitum CV Tablet 6'S,Infection,infection during surgery,moderate
Cetil 500mg Tablet 10'SCetil Dry Syrup 30mlCetil 1.5gm InjectionCetil Mint Flavour Oral Suspension 50mlCetil 125mg Tablet 10'SCetil 500mg Injection 5mlCetil 250mg Tablet 10'SCetil 750mg InjectionCETIL Dry Syrup 50mlCetil 250mg Injection,Infection,urinaryÂ tract and kidneys,moderate
Cetil CV 500mg Tablet 10'SCetil CV 250/125mg Tablet 10'SCetil CV 500mg Tablet 6'SCetil CV 250mg Tablet 6'S,Infection,transmitted infections (gonorrhoea and syphilis),moderate
Cetil OD 500mg Tablet 5'S,Infection,infection Â of the chest in adults with chronic bronchitis,moderate
Ceurox 500mg Tablet 4'S,Infection,infection during surgery,moderate
Cewar 500Mg Injection 1'sCewar 200Mg Tablet 10'sCewar 50Mg Dry Syrup 30mlCewar 1Gm Injection 1mlCewar 250Mg Injection 1's,Infection,urinaryÂ tract and kidneys,moderate
Cewar Dt 100Mg Tablet 10's,Infection,"Â used to treat a variety of infections, including bacterial infections that affect the eyes, ears, nose, throat and respiratory system (chest infections), skin infections (acne),",moderate
Cewar S 1.5Gm Injection 1'sCewar S 250/125Mg Injection 1's,Infection,used to treat meningitis carriers,moderate
Cezone 1000mg Injection 10ml,Infection,treats chest pain,moderate
Cezoprime Injection 1'S,Infection,treats tonsilities,moderate
Cezosal 1000/500mg Injection 1'SCezosal 2000/1000mg Injection 1'SCezosal 500/500mg Injection 1'S,Infection,infection Â of the chest in adults with chronic bronchitis,moderate
CFD 500mg Syrup 30ml,Infection,infection during surgery,moderate
CFM 100mg Tablet 10'SCFM 200mg Tablet 10'S,Infection,urinaryÂ tract and kidneys,moderate
Change Tablet 10'S,Infection,transmitted infections (gonorrhoea and syphilis),moderate
Chekmet 400mg Tablet 10'SChekmet 200mg Tablet 10'S,Infection,infection Â of the chest in adults with chronic bronchitis,moderate
Chekmet O Tablet 10'S,Infection,infection during surgery,moderate
Chitomesh SF Cream 30gm,Infection,urinaryÂ tract and kidneys,moderate
Inflobact OZ Tablet 10'S,Infection,used to treat meningitis carriers,moderate
Inflox OZ Tablet 10'S,Infection,treats chest pain,moderate
Infura 100mg Tablet 10'S,Infection,treats tonsilities,moderate
Infuran NF 100mg Tablet 10'S,Infection,used for skin and skin structure,moderate
Intadine Dusting Powder 10gmIntadine Ointment 15gm,Infection,infection Â of the chest in adults with chronic bronchitis,moderate
Intagenta 80mg Injection 2ml,Infection,infection during surgery,moderate
Intamox 250/250mg Capsule 10'S,Infection,urinaryÂ tract and kidneys,moderate
Intapime TZ 1000/125mg Injection 1'S,Infection,transmitted infections (gonorrhoea and syphilis),moderate
Intigem 320mg Tablet 5'S,Infection,infection Â of the chest in adults with chronic bronchitis,moderate
Invado 200Mg Tablet 10's,Infection,infection during surgery,moderate
Invanz 1gm Injection 20ml,Infection,urinaryÂ tract and kidneys,moderate
Involym 408mg Capsule 15'SInvolym 408mg Capsule 10'S,Infection,"Â used to treat a variety of infections, including bacterial infections that affect the eyes, ears, nose, throat and respiratory system (chest infections), skin infections (acne),",moderate
Ionsil 0.2% Gel 15gm,Infection,used to treat meningitis carriers,moderate
Ipzact Injection 1'S,Infection,treats chest pain,moderate
Irazon 600Mg Tablet 4's,Infection,treats tonsilities,moderate
Irisol Plus Eye Drops 10ml,Infection,infection Â of the chest in adults with chronic bronchitis,moderate
Irivisc DS Eye Drops 10ml,Infection,infection during surgery,moderate
Iszu Injection 1's,Infection,urinaryÂ tract and kidneys,moderate
Iszu Forte 1.5Gm Injection 1's,Infection,transmitted infections (gonorrhoea and syphilis),moderate
ITAPRO 200mg Capsule 7'sItapro Dusting Powder 50gm,Infection,infection Â of the chest in adults with chronic bronchitis,moderate
Itchnil Cream 20gm,Infection,infection during surgery,moderate
Itin A Tablet 1'S,Infection,urinaryÂ tract and kidneys,moderate
Itraclar 100mg Capsule 10'S,Infection,"Â used to treat a variety of infections, including bacterial infections that affect the eyes, ears, nose, throat and respiratory system (chest infections), skin infections (acne),",moderate
Iv Dapt 350Mg Injection 1's,Infection,used to treat meningitis carriers,moderate
RAUX L Tablet 6's,Malarial,used for the treatment of uncomplicated malaria,moderate
RAUX L PLUS Tablet 6's,Malarial,used for the treatment of uncomplicated malaria,moderate
Resochin Tablet 10'S,Malarial,used for the treatment of uncomplicated malaria,moderate
Resochin DS 500mg Tablet 5'SResochin DS Tablet 6'S,Malarial,used for the treatment of uncomplicated malaria,moderate
REZ Q 600mg Tablet 10'SREZ Q 100mg Tablet 10'SREZ Q 300mg Injection 1mlREZ Q 200mg Tablet 10'SREZ Q 100mg Suspension 100mlREZ Q 300mg Injection 2ml,Malarial,used for the treatment of uncomplicated malaria,moderate
REZ Q D Tablet 21'S,Malarial,used for the treatment of uncomplicated malaria,moderate
Rezart E Injection 2ml,Malarial,used for the treatment of uncomplicated malaria,moderate
Rezart M 80mg Injection 1'SRezart M 40mg Capsule 6'S,Malarial,used for the treatment of uncomplicated malaria,moderate
Rezart S 60mg Injection 1ml,Malarial,used for the treatment of uncomplicated malaria,moderate
Rezatrin 80/480mg Tablet 6'S,Malarial,used for the treatment of uncomplicated malaria,moderate
Reziz Tablet 2'SReziz Tablet 8'S,Malarial,used for the treatment of uncomplicated malaria,moderate
Reziz Forte Tablet 10'SReziz Forte Tablet 2'S,Malarial,used for the treatment of uncomplicated malaria,moderate
RHQ 400mg Tablet 10'SRHQ 200mg Tablet 10'S,Malarial,used for the treatment of uncomplicated malaria,moderate
Rimodar 25mg Tablet 10'S,Malarial,used for the treatment of uncomplicated malaria,moderate
Rimodar Forte Tablet 2's,Malarial,used for the treatment of uncomplicated malaria,moderate
Rimodar Kid Tablet 2's,Malarial,used for the treatment of uncomplicated malaria,moderate
Rimoquin 500Mg Tablet 6's,Malarial,used for the treatment of uncomplicated malaria,moderate
RTN 60mg Injection 1's,Malarial,used for the treatment of uncomplicated malaria,moderate
Sviz LF 20/120mg Tablet 6'SSviz LF 40/240mg Dry Syrup 30mlSviz LF 40/120mg Dry Syrup 15ml,Malarial,used for the treatment of uncomplicated malaria,moderate
Sviz Lfd 80/480mg Tablet 6'S,Malarial,used for the treatment of uncomplicated malaria,moderate
Svizther 150mg Injection 2ml,Malarial,used for the treatment of uncomplicated malaria,moderate
Svizunate 50mg Tablet 6'SSvizunate 60mg Injection 5ml,Malarial,used for the treatment of uncomplicated malaria,moderate
Synriam Tablet 3'S,Malarial,used for the treatment of uncomplicated malaria,moderate
Synriam DT Tablet 3'S,Malarial,used for the treatment of uncomplicated malaria,moderate
TROYQUIN 250mg Tablet 10's,Malarial,used for the treatment of uncomplicated malaria,moderate
TROYQUIN DS Tablet 5's,Malarial,used for the treatment of uncomplicated malaria,moderate
Troysunate 50mg Injection 5ml,Malarial,used for the treatment of uncomplicated malaria,moderate
Troyther 150mg Injection 2ml,Malarial,used for the treatment of uncomplicated malaria,moderate
Ulteria 60mg Infusion 60mlUlteria 50mg Tablet 10'S,Malarial,used for the treatment of uncomplicated malaria,moderate
ULTIMAL FORTE Tablet 6's,Malarial,used for the treatment of uncomplicated malaria,moderate
Winflam 200mg Tablet 10'S,Malarial,used for the treatment of uncomplicated malaria,moderate
ZENSUMET L Tablet 6's,Malarial,used for the treatment of uncomplicated malaria,moderate
ZEQUIN 300mg Tablet 10'sZEQUIN 600mg Tablet 10's,Malarial,used for the treatment of uncomplicated malaria,moderate
Zunata 60mg Injection 1'S,Malarial,used for the treatment of uncomplicated malaria,moderate
ZY Q 400mg Tablet 30'S,Malarial,used for the treatment of uncomplicated malaria,moderate
ZY Q 300mg Tablet 30'SZY Q 200mg Tablet 30'S,Malarial,used for the treatment of uncomplicated malaria,moderate
Almogril 12.5mg Tablet 10'SAlmogril 6.25mg Tablet 10'S,Migraine,the symptomatic treatment of migraine,moderate
Almotan 12.5mg Tablet 4'SAlmotan 6.25mg Tablet 4'S,Migraine,treat any medical condition with concomitant nausea or vomiting and fever or pain,moderate
Anadom Tablet 10'S,Migraine,Â used in the treatment of interrupted breathing in premature babies (primary apnoea of premature newborns),moderate
AP Cobal Capsule 10'S,Migraine,treat migraine,moderate
Apnicaf 20mg Oral Solution 1.5mlApnicaf Injection 3mlApnicaf 20mg Injection 1ml,Migraine,the symptomatic treatment of migraine,moderate
Aryl Plus Tablet 10'S,Migraine,treat any medical condition with concomitant nausea or vomiting and fever or pain,moderate
Beloc F 40/10Mg Tablet 10'sBeloc F 40/5Mg Tablet 10's,Migraine,Â used in the treatment of interrupted breathing in premature babies (primary apnoea of premature newborns),moderate
Betacap Plus 10mg Capsule 10'S,Migraine,treat migraine,moderate
Betacap Plus 5mg Capsule 10'S,Migraine,the symptomatic treatment of migraine,moderate
Blomig 10mg Tablet 10'S,Migraine,treat any medical condition with concomitant nausea or vomiting and fever or pain,moderate
Cafirate Injection 3mlCafirate 20mg Suspension 3mlCafirate Tablet 10'S,Migraine,Â used in the treatment of interrupted breathing in premature babies (primary apnoea of premature newborns),moderate
Cafirate Oral Solution 3mlCafirate Oral Solution 1.5ml,Migraine,treat migraine,moderate
Cafneon 40mg Injection 2ml,Migraine,the symptomatic treatment of migraine,moderate
Capnea Oral Solution 2mlCapnea Solution 1ml,Migraine,treat any medical condition with concomitant nausea or vomiting and fever or pain,moderate
Cephagraine Drops 15mlCephagraine Tablet 40'S,Migraine,Â used in the treatment of interrupted breathing in premature babies (primary apnoea of premature newborns),moderate
Cetadom Tablet 10'S,Migraine,treat migraine,moderate
Coldmine Tablet 10'S,Migraine,the symptomatic treatment of migraine,moderate
Combiflam Plus Tablet 4'S,Migraine,treat any medical condition with concomitant nausea or vomiting and fever or pain,moderate
Copar Tablet 10'S,Migraine,Â used in the treatment of interrupted breathing in premature babies (primary apnoea of premature newborns),moderate
DIIKE 10mg Tablet 10'sDIIKE 20mg Tablet 10's,Migraine,treat migraine,moderate
Divalcad ER 500mg Tablet 10'SDivalcad ER 250mg Tablet 10'S,Migraine,the symptomatic treatment of migraine,moderate
Dolopar CC Tablet 10'S,Migraine,treat any medical condition with concomitant nausea or vomiting and fever or pain,moderate
Domcet Suspension 30mlDomcet Tablet 10'S,Migraine,Â used in the treatment of interrupted breathing in premature babies (primary apnoea of premature newborns),moderate
Dompar Tablet 10'S,Migraine,treat migraine,moderate
DOMPERON PLUS Tablet 10's,Migraine,the symptomatic treatment of migraine,moderate
DOSET PLUS Tablet 20's,Migraine,treat any medical condition with concomitant nausea or vomiting and fever or pain,moderate
Elipran 20mg Tablet 2'SElipran 40mg Tablet 2'SElipran 20mg Tablet 4'SElipran 40mg Tablet 4'S,Migraine,Â used in the treatment of interrupted breathing in premature babies (primary apnoea of premature newborns),moderate
FLIZI Tablet 10's,Migraine,the symptomatic treatment of migraine,moderate
FLUNADOR 10mg Tablet 10's,Migraine,treat any medical condition with concomitant nausea or vomiting and fever or pain,moderate
Flunarest 5mg Tablet 10'S,Migraine,Â used in the treatment of interrupted breathing in premature babies (primary apnoea of premature newborns),moderate
Flunarin 10mg Tablet 10'SFlunarin 5mg Tablet 10'S,Migraine,treat migraine,moderate
FLUNATOD 5mg Tablet 10's,Migraine,the symptomatic treatment of migraine,moderate
Fluner 10mg Tablet 10'SFluner 5mg Tablet 10'S,Migraine,treat any medical condition with concomitant nausea or vomiting and fever or pain,moderate
Flunorm 10Mg Tablet 10's,Migraine,Â used in the treatment of interrupted breathing in premature babies (primary apnoea of premature newborns),moderate
Flunorm P Tablet 10's,Migraine,treat migraine,moderate
Flupanol 5mg Tablet 10'SFlupanol 10mg Tablet 10'S,Migraine,the symptomatic treatment of migraine,moderate
Flury 5mg Tablet 10'SFlury 10mg Tablet 10'S,Migraine,treat any medical condition with concomitant nausea or vomiting and fever or pain,moderate
FLUTAC 10mg Tablet 10's,Migraine,Â used in the treatment of interrupted breathing in premature babies (primary apnoea of premature newborns),moderate
Fluvert 5mg Tablet 10'SFluvert 10mg Tablet 10'S,Migraine,treat migraine,moderate
Fluz 10mg Tablet 10'SFluz 5mg Tablet 10'S,Migraine,the symptomatic treatment of migraine,moderate
Furil Tablet 10'S,Migraine,treat any medical condition with concomitant nausea or vomiting and fever or pain,moderate
Grenil F 10mg Tablet 10'SGrenil Suspension 60mlGrenil Tablet 10'SGrenil F 5mg Tablet 10'S,Migraine,Â used in the treatment of interrupted breathing in premature babies (primary apnoea of premature newborns),moderate
Gudpres XL 25mg Tablet 10'SGudpres XL 50mg Tablet 10'S,Migraine,treat migraine,moderate
Headset Tablet 2'S,Migraine,the symptomatic treatment of migraine,moderate
Imijet 500mg Injection 1'S,Migraine,treat any medical condition with concomitant nausea or vomiting and fever or pain,moderate
Inderal 10mg Tablet 15'SInderal 10mg Tablet 10'S,Migraine,Â used in the treatment of interrupted breathing in premature babies (primary apnoea of premature newborns),moderate
INDERAL F 5mg Tablet 10'sINDERAL F 10mg Tablet 10's,Migraine,treat migraine,moderate
Inderal LA 80mg Tablet 10'SInderal LA 20mg Tablet 15'SInderal LA 40mg Tablet 15'S,Migraine,the symptomatic treatment of migraine,moderate
Macprox DP 500mg Tablet 10'SMacprox DP 250mg Tablet 10'S,Migraine,the symptomatic treatment of migraine,moderate
Maxalt Rpd Tablet 10'S,Migraine,treat any medical condition with concomitant nausea or vomiting and fever or pain,moderate
Megrim 10mg Tablet 10'S,Migraine,Â used in the treatment of interrupted breathing in premature babies (primary apnoea of premature newborns),moderate
Metopar Tablet 15'SMetopar Suspension 60ml,Migraine,treat migraine,moderate
MGR 5mg Tablet 10'SMGR 10mg Tablet 10'S,Migraine,the symptomatic treatment of migraine,moderate
Migarid 5mg Tablet 10'SMigarid 10mg Tablet 10'S,Migraine,treat any medical condition with concomitant nausea or vomiting and fever or pain,moderate
Migiplex 5mg Tablet 10'SMigiplex 10mg Tablet 10'S,Migraine,Â used in the treatment of interrupted breathing in premature babies (primary apnoea of premature newborns),moderate
Migitus F 10mg Tablet 10'S,Migraine,treat migraine,moderate
MIGNIL 10mg Tablet 10's,Migraine,the symptomatic treatment of migraine,moderate
Migon 5mg Tablet 10'SMigon 10mg Tablet 10'S,Migraine,treat any medical condition with concomitant nausea or vomiting and fever or pain,moderate
Migra 10 Tablet 10'S,Migraine,Â used in the treatment of interrupted breathing in premature babies (primary apnoea of premature newborns),moderate
Migra-5 Tablet 10'S,Migraine,treat migraine,moderate
Migrabeta 40mg Tablet 10'SMigrabeta 40mg Capsule 10'SMigrabeta Plus Tablet 10'S,Migraine,the symptomatic treatment of migraine,moderate
Migran Tablet 10'S,Migraine,treat any medical condition with concomitant nausea or vomiting and fever or pain,moderate
Migranex 5mg Tablet 10'SMigranex 10mg Tablet 10'S,Migraine,Â used in the treatment of interrupted breathing in premature babies (primary apnoea of premature newborns),moderate
Migranil EC 1mg Tablet 10'S,Migraine,treat migraine,moderate
Migrazine 10mg Tablet 10'SMigrazine 5mg Tablet 10'S,Migraine,the symptomatic treatment of migraine,moderate
MIGROF 10mg Capsule 10'sMIGROF 5mg Capsule 10's,Migraine,treat any medical condition with concomitant nausea or vomiting and fever or pain,moderate
